window_end,3,6,9,12
2019-12-31,-0.002052745388431418,-0.0014216346138646045,-0.00032017320819975603,-0.005138301413348985
2020-06-30,-0.001889704697230177,-0.0016590817185286584,0.004193719730673346,0.000611941159500878
2020-12-31,0.0009229697027426988,0.0023323961177183434,0.0038099961317223526,0.0025180701589747646
2021-06-30,0.0031575450701540166,0.003988454379873703,0.0016246891863037677,-0.002179337540264101
2021-12-31,0.0034493882628259037,0.0026243392469014076,-0.0012646211000119489,-0.0036192319047813155
2022-06-30,0.0048469109304957805,0.0040440115337143845,0.0016026545546717222,-0.00016790888774113563
2022-12-31,0.00393661449417601,0.004885342475876697,0.002230597111720679,0.002202569037181296
2023-06-30,0.0018184660135411566,0.003007183066298549,-0.0007052914029287731,-0.005326747151568035
2023-12-31,0.0005275667168961944,0.0021923486650864982,-0.002896066077976445,-0.004667862452266529
2024-06-30,0.0014568397391549154,0.006481775458367675,0.0009662178086015584,-0.002694274296192639
2024-12-31,0.0033478740078240455,0.004550428204073147,0.0014171382718475311,0.0036677311056433296
2025-06-30,-0.0014214711724349096,0.006441566408975196,0.006811043645558925,0.008322973767862193
2025-12-31,0.0007441242055580202,0.0073137831520674644,0.008551403617675916,0.010756617451040408
